"Date","Value1","Value2","Value3","holt_winters_residuals","holt_winters","baggedmodel_residuals","baggedmodel","bats_residuals","bats","arima","arima_residuals"
2019-07-31,58.53,58.53,58.53,0.377685623089903,58.1523143769101,1.06322530476825,57.4667746952318,-0.653392753155273,59.1833927531553,58.2,0.329999999999998
2019-08-31,55.07,55.07,55.07,-3.49454251577465,58.5645425157747,-1.96180910787568,57.0318091078757,-3.35929358603072,58.4292935860307,58.53,-3.46
2019-09-30,54.09,54.09,54.09,-0.25372529190377,54.3437252919038,-1.96963705086299,56.059637050863,-0.462237277831051,54.5522372778311,55.07,-0.979999999999997
2019-10-31,54.02,54.02,54.02,0.711514720584461,53.3084852794155,-0.721562380918073,54.7415623809181,0.00124391635580423,54.0187560836442,54.09,-0.0700000000000003
2019-11-30,58.12,58.12,58.12,4.72660670272096,53.393393297279,2.21184409133225,55.9081559086677,4.09980827709694,54.0201917229031,54.02,4.09999999999999
2019-12-31,61.14,61.14,61.14,2.61754960192435,58.5224503980757,4.07243658111467,57.0675634188853,2.388102894386,58.751897105614,58.12,3.02
2020-01-31,51.58,51.58,51.58,-10.5323323819092,62.1123323819092,-4.02072789584297,55.600727895843,-9.92807460370793,61.5080746037079,61.14,-9.56
2020-02-29,44.83,44.83,44.83,-5.42927689681573,50.2592768968157,-4.47324336820874,49.3032433682087,-5.21980122425501,50.049801224255,51.58,-6.75
2020-03-31,20.51,20.51,20.51,-21.8172373715802,42.3272373715802,-18.0506066095342,38.5606066095342,-23.5154801145426,44.0254801145426,44.83,-24.32
2020-04-30,20.28,20.28,20.28,7.02272056845018,13.2572794315498,-7.66210224043545,27.9421022404355,3.39440456167501,16.885595438325,20.51,-0.23
